region,provincia,distrito,candidato,dni,esvalido
Arequipa,Arequipa,Arequipa,16517473,Ronald Squires,0
Arequipa,Arequipa,Arequipa,15041338,Judy Dorsey,0
Arequipa,Arequipa,Arequipa,41340276,Judy Dorsey,0
Arequipa,Arequipa,Arequipa,23597452,Johnny Menke,0
Arequipa,Arequipa,Arequipa,64820035,Judy Dorsey,0
Arequipa,Arequipa,Arequipa,24054908,Judy Dorsey,1
Arequipa,Arequipa,Arequipa,39778097,Colleen Nemeth,1
Arequipa,Arequipa,Arequipa,76828341,Anthony Gutierrez,0
Arequipa,Arequipa,Arequipa,53469100,Ronald Squires,0
Arequipa,Arequipa,Arequipa,18596298,Ronald Squires,1
Arequipa,Arequipa,Arequipa,12572808,Colleen Nemeth,1
Arequipa,Arequipa,Arequipa,53090287,Judy Dorsey,1
Arequipa,Arequipa,Arequipa,84499574,Judy Dorsey,1
Arequipa,Arequipa,Arequipa,47310201,Johnny Menke,1
Arequipa,Arequipa,Arequipa,60070361,Colleen Nemeth,1
Arequipa,Arequipa,Arequipa,17597696,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,86833099,Anthony Gutierrez,0
Arequipa,Arequipa,Arequipa,61111808,Anthony Gutierrez,0
Arequipa,Arequipa,Arequipa,52745415,Anthony Gutierrez,0
Arequipa,Arequipa,Arequipa,24744573,Johnny Menke,1
Arequipa,Arequipa,Arequipa,44920448,Johnny Menke,1
Arequipa,Arequipa,Arequipa,76754420,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,48932978,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,82617163,Ronald Squires,1
Arequipa,Arequipa,Arequipa,14849762,Colleen Nemeth,1
Arequipa,Arequipa,Arequipa,62585535,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,44393723,Colleen Nemeth,1
Arequipa,Arequipa,Arequipa,89237737,Judy Dorsey,0
Arequipa,Arequipa,Arequipa,55407420,Anthony Gutierrez,0
Arequipa,Arequipa,Arequipa,45094785,Judy Dorsey,0
Arequipa,Arequipa,Arequipa,30631618,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,13003319,Judy Dorsey,0
Arequipa,Arequipa,Arequipa,27104491,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,19977763,Anthony Gutierrez,1
Arequipa,Arequipa,Arequipa,44278180,Ronald Squires,0
Arequipa,Arequipa,Arequipa,71727247,Johnny Menke,1
Arequipa,Arequipa,Arequipa,89239554,Ronald Squires,0
Arequipa,Arequipa,Arequipa,26977839,Judy Dorsey,1
Arequipa,Arequipa,Arequipa,48963478,Judy Dorsey,1
Arequipa,Arequipa,Arequipa,39728470,Ronald Squires,1
Arequipa,Arequipa,Arequipa,16368958,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,39086977,Anthony Gutierrez,0
Arequipa,Arequipa,Arequipa,69545613,Judy Dorsey,1
Arequipa,Arequipa,Arequipa,44923452,Johnny Menke,0
Arequipa,Arequipa,Arequipa,28224589,Ronald Squires,0
Arequipa,Arequipa,Arequipa,71486817,Judy Dorsey,0
Arequipa,Arequipa,Arequipa,69362750,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,29949906,Ronald Squires,1
Arequipa,Arequipa,Arequipa,59297043,Judy Dorsey,1
Arequipa,Arequipa,Arequipa,84226651,Anthony Gutierrez,0
Arequipa,Arequipa,Arequipa,52699803,Anthony Gutierrez,0
Arequipa,Arequipa,Arequipa,89406024,Ronald Squires,1
Arequipa,Arequipa,Arequipa,61193918,Judy Dorsey,0
Arequipa,Arequipa,Arequipa,48286456,Anthony Gutierrez,1
Arequipa,Arequipa,Arequipa,74141472,Ronald Squires,0
Arequipa,Arequipa,Arequipa,71807639,Johnny Menke,1
Arequipa,Arequipa,Arequipa,83381008,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,87961017,Colleen Nemeth,1
Arequipa,Arequipa,Arequipa,74160247,Ronald Squires,1
Arequipa,Arequipa,Arequipa,63035001,Anthony Gutierrez,0
Arequipa,Arequipa,Arequipa,38337345,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,30317791,Johnny Menke,0
Arequipa,Arequipa,Arequipa,64552780,Anthony Gutierrez,1
Arequipa,Arequipa,Arequipa,75636555,Johnny Menke,0
Arequipa,Arequipa,Arequipa,47434312,Ronald Squires,1
Arequipa,Arequipa,Arequipa,31102947,Judy Dorsey,1
Arequipa,Arequipa,Arequipa,13478329,Ronald Squires,0
Arequipa,Arequipa,Arequipa,38445087,Colleen Nemeth,1
Arequipa,Arequipa,Arequipa,76493911,Anthony Gutierrez,0
Arequipa,Arequipa,Arequipa,48817973,Anthony Gutierrez,0
Arequipa,Arequipa,Arequipa,54416020,Judy Dorsey,0
Arequipa,Arequipa,Arequipa,80676215,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,46343923,Anthony Gutierrez,1
Arequipa,Arequipa,Arequipa,75809510,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,68619298,Johnny Menke,1
Arequipa,Arequipa,Arequipa,39556871,Colleen Nemeth,1
Arequipa,Arequipa,Arequipa,16964929,Ronald Squires,1
Arequipa,Arequipa,Arequipa,83992867,Ronald Squires,0
Arequipa,Arequipa,Arequipa,73504720,Judy Dorsey,0
Arequipa,Arequipa,Arequipa,42954903,Johnny Menke,0
Arequipa,Arequipa,Arequipa,68519953,Anthony Gutierrez,1
Arequipa,Arequipa,Arequipa,36556356,Anthony Gutierrez,1
Arequipa,Arequipa,Arequipa,13144165,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,43549318,Judy Dorsey,1
Arequipa,Arequipa,Arequipa,78840321,Judy Dorsey,0
Arequipa,Arequipa,Arequipa,36531081,Johnny Menke,0
Arequipa,Arequipa,Arequipa,34927246,Johnny Menke,0
Arequipa,Arequipa,Arequipa,52321930,Colleen Nemeth,1
Arequipa,Arequipa,Arequipa,47911584,Judy Dorsey,1
Arequipa,Arequipa,Arequipa,21378575,Johnny Menke,0
Arequipa,Arequipa,Arequipa,15794807,Anthony Gutierrez,1
Arequipa,Arequipa,Arequipa,39278144,Colleen Nemeth,1
Arequipa,Arequipa,Arequipa,70842608,Johnny Menke,1
Arequipa,Arequipa,Arequipa,38642904,Colleen Nemeth,0
Arequipa,Arequipa,Arequipa,69713422,Johnny Menke,1
Arequipa,Arequipa,Arequipa,46532153,Anthony Gutierrez,0
Arequipa,Arequipa,Arequipa,56201294,Judy Dorsey,0
Arequipa,Arequipa,Arequipa,26992272,Judy Dorsey,1
