region,provincia,distrito,candidato,dni,esvalido
Amazonas,Bongará,Jumbilla,78401634,Cynthia Stickley,0
Amazonas,Bongará,Jumbilla,59227369,Justin Morring,0
Amazonas,Bongará,Jumbilla,87087372,Nancy Mullen,0
Amazonas,Bongará,Jumbilla,12469431,Nancy Mullen,1
Amazonas,Bongará,Jumbilla,32378844,Travis Long,1
Amazonas,Bongará,Jumbilla,51714404,Cynthia Stickley,0
Amazonas,Bongará,Jumbilla,26952397,Justin Morring,1
Amazonas,Bongará,Jumbilla,73939707,Travis Long,1
Amazonas,Bongará,Jumbilla,14491503,Martha Goodspeed,0
Amazonas,Bongará,Jumbilla,69246981,Cynthia Stickley,0
Amazonas,Bongará,Jumbilla,44415392,Justin Morring,0
Amazonas,Bongará,Jumbilla,18255243,Cynthia Stickley,0
Amazonas,Bongará,Jumbilla,69786335,Cynthia Stickley,0
Amazonas,Bongará,Jumbilla,19590106,Martha Goodspeed,1
Amazonas,Bongará,Jumbilla,73619774,Travis Long,0
Amazonas,Bongará,Jumbilla,64524783,Nancy Mullen,1
Amazonas,Bongará,Jumbilla,18720507,Nancy Mullen,0
Amazonas,Bongará,Jumbilla,23280223,Nancy Mullen,0
Amazonas,Bongará,Jumbilla,42917394,Nancy Mullen,0
Amazonas,Bongará,Jumbilla,56744113,Nancy Mullen,0
Amazonas,Bongará,Jumbilla,88434039,Justin Morring,1
Amazonas,Bongará,Jumbilla,65093386,Cynthia Stickley,1
Amazonas,Bongará,Jumbilla,68637727,Cynthia Stickley,1
Amazonas,Bongará,Jumbilla,26175583,Nancy Mullen,0
Amazonas,Bongará,Jumbilla,58725308,Cynthia Stickley,1
Amazonas,Bongará,Jumbilla,21106304,Cynthia Stickley,0
Amazonas,Bongará,Jumbilla,86294487,Nancy Mullen,0
Amazonas,Bongará,Jumbilla,45193222,Martha Goodspeed,0
Amazonas,Bongará,Jumbilla,76166131,Justin Morring,0
Amazonas,Bongará,Jumbilla,43356970,Nancy Mullen,0
Amazonas,Bongará,Jumbilla,42817195,Travis Long,0
Amazonas,Bongará,Jumbilla,44290360,Cynthia Stickley,0
Amazonas,Bongará,Jumbilla,17819055,Travis Long,0
Amazonas,Bongará,Jumbilla,25474057,Travis Long,0
Amazonas,Bongará,Jumbilla,32128184,Cynthia Stickley,0
Amazonas,Bongará,Jumbilla,63346032,Travis Long,0
Amazonas,Bongará,Jumbilla,37051832,Cynthia Stickley,1
Amazonas,Bongará,Jumbilla,40682733,Martha Goodspeed,0
Amazonas,Bongará,Jumbilla,22516998,Travis Long,0
