region,provincia,distrito,candidato,dni,esvalido
Cusco,Cusco,Cusco,72987022,Marcus Fernandez,0
Cusco,Cusco,Cusco,65771347,Susana Threet,1
Cusco,Cusco,Cusco,47355229,Susana Threet,0
Cusco,Cusco,Cusco,22003222,Susana Threet,1
Cusco,Cusco,Cusco,46909540,Claretta Jackson,0
Cusco,Cusco,Cusco,56206491,Susana Threet,0
Cusco,Cusco,Cusco,65265452,Claretta Jackson,1
Cusco,Cusco,Cusco,53694453,Marcus Fernandez,1
Cusco,Cusco,Cusco,65218422,William Brown,1
Cusco,Cusco,Cusco,74354376,William Brown,1
Cusco,Cusco,Cusco,73646343,Susana Threet,0
Cusco,Cusco,Cusco,36801194,Claretta Jackson,1
Cusco,Cusco,Cusco,60579491,Susana Threet,1
Cusco,Cusco,Cusco,34629411,Susana Threet,0
Cusco,Cusco,Cusco,28814653,Susana Threet,1
Cusco,Cusco,Cusco,20077960,Claretta Jackson,1
Cusco,Cusco,Cusco,69043271,Marcus Fernandez,1
Cusco,Cusco,Cusco,66610907,William Brown,0
Cusco,Cusco,Cusco,16188212,Susana Threet,1
Cusco,Cusco,Cusco,55610440,Marcus Fernandez,0
Cusco,Cusco,Cusco,58596412,Susana Threet,0
Cusco,Cusco,Cusco,14640668,Marcus Fernandez,1
Cusco,Cusco,Cusco,60074445,Claretta Jackson,1
Cusco,Cusco,Cusco,39508298,Claretta Jackson,0
Cusco,Cusco,Cusco,89234308,Claretta Jackson,0
Cusco,Cusco,Cusco,69401848,Claretta Jackson,0
Cusco,Cusco,Cusco,15518527,Claretta Jackson,1
Cusco,Cusco,Cusco,55814393,William Brown,0
Cusco,Cusco,Cusco,19743848,Marcus Fernandez,0
Cusco,Cusco,Cusco,15644702,Susana Threet,1
Cusco,Cusco,Cusco,52982248,Claretta Jackson,0
Cusco,Cusco,Cusco,55619234,Claretta Jackson,0
Cusco,Cusco,Cusco,24478149,Susana Threet,0
Cusco,Cusco,Cusco,59123775,William Brown,0
Cusco,Cusco,Cusco,12084956,Claretta Jackson,1
Cusco,Cusco,Cusco,45745155,William Brown,0
Cusco,Cusco,Cusco,33505501,Marcus Fernandez,0
Cusco,Cusco,Cusco,89503596,Susana Threet,0
Cusco,Cusco,Cusco,11840941,William Brown,1
Cusco,Cusco,Cusco,24608854,Marcus Fernandez,0
Cusco,Cusco,Cusco,59477513,Susana Threet,0
Cusco,Cusco,Cusco,25940858,Claretta Jackson,1
Cusco,Cusco,Cusco,67254538,Susana Threet,1
Cusco,Cusco,Cusco,28725087,Susana Threet,1
Cusco,Cusco,Cusco,32149344,Susana Threet,0
Cusco,Cusco,Cusco,76344859,Susana Threet,0
Cusco,Cusco,Cusco,36878028,Claretta Jackson,1
Cusco,Cusco,Cusco,54048463,Claretta Jackson,0
Cusco,Cusco,Cusco,13516570,Claretta Jackson,1
Cusco,Cusco,Cusco,13975591,Marcus Fernandez,0
Cusco,Cusco,Cusco,24255567,Marcus Fernandez,0
Cusco,Cusco,Cusco,49244048,Claretta Jackson,0
Cusco,Cusco,Cusco,60961844,Susana Threet,0
Cusco,Cusco,Cusco,61932625,William Brown,0
Cusco,Cusco,Cusco,76046993,Susana Threet,0
Cusco,Cusco,Cusco,37391301,William Brown,1
Cusco,Cusco,Cusco,50467154,Marcus Fernandez,0
Cusco,Cusco,Cusco,53069162,William Brown,1
Cusco,Cusco,Cusco,74048213,Susana Threet,0
Cusco,Cusco,Cusco,82070699,William Brown,1
Cusco,Cusco,Cusco,18611504,Claretta Jackson,0
Cusco,Cusco,Cusco,67706140,Claretta Jackson,0
Cusco,Cusco,Cusco,49736165,Susana Threet,1
Cusco,Cusco,Cusco,22110670,William Brown,1
Cusco,Cusco,Cusco,12450065,Susana Threet,1
Cusco,Cusco,Cusco,33775504,William Brown,0
Cusco,Cusco,Cusco,23504192,Marcus Fernandez,1
Cusco,Cusco,Cusco,71291563,Claretta Jackson,0
Cusco,Cusco,Cusco,38135063,Marcus Fernandez,1
Cusco,Cusco,Cusco,54275737,Marcus Fernandez,0
Cusco,Cusco,Cusco,81652286,Marcus Fernandez,0
Cusco,Cusco,Cusco,18806697,Claretta Jackson,1
Cusco,Cusco,Cusco,12660648,Susana Threet,0
Cusco,Cusco,Cusco,51273059,William Brown,0
Cusco,Cusco,Cusco,32380476,Susana Threet,1
Cusco,Cusco,Cusco,58246782,Marcus Fernandez,0
Cusco,Cusco,Cusco,81359965,Susana Threet,1
Cusco,Cusco,Cusco,86920036,Marcus Fernandez,1
Cusco,Cusco,Cusco,60638057,William Brown,1
Cusco,Cusco,Cusco,33259525,Susana Threet,1
Cusco,Cusco,Cusco,16860168,Claretta Jackson,1
Cusco,Cusco,Cusco,70122352,Marcus Fernandez,0
Cusco,Cusco,Cusco,66096660,Marcus Fernandez,1
Cusco,Cusco,Cusco,57230726,Claretta Jackson,1
Cusco,Cusco,Cusco,16637006,Claretta Jackson,1
Cusco,Cusco,Cusco,88302840,Marcus Fernandez,0
Cusco,Cusco,Cusco,48989646,Susana Threet,1
Cusco,Cusco,Cusco,43050979,Susana Threet,0
Cusco,Cusco,Cusco,41947344,Claretta Jackson,1
Cusco,Cusco,Cusco,54120107,Marcus Fernandez,0
Cusco,Cusco,Cusco,83378916,Susana Threet,0
Cusco,Cusco,Cusco,19535400,Marcus Fernandez,0
Cusco,Cusco,Cusco,22537546,Marcus Fernandez,1
Cusco,Cusco,Cusco,81981324,Claretta Jackson,1
Cusco,Cusco,Cusco,54617484,Claretta Jackson,0
Cusco,Cusco,Cusco,73863984,William Brown,1
Cusco,Cusco,Cusco,58417412,Claretta Jackson,1
Cusco,Cusco,Cusco,28984925,Susana Threet,0
Cusco,Cusco,Cusco,59178924,William Brown,1
Cusco,Cusco,Cusco,58956953,Claretta Jackson,1
Cusco,Cusco,Cusco,39644821,Marcus Fernandez,0
Cusco,Cusco,Cusco,54516557,Claretta Jackson,1
Cusco,Cusco,Cusco,80828138,William Brown,1
Cusco,Cusco,Cusco,19710439,Susana Threet,1
Cusco,Cusco,Cusco,81672842,Susana Threet,0
Cusco,Cusco,Cusco,87671118,Marcus Fernandez,0
Cusco,Cusco,Cusco,67273059,William Brown,1
Cusco,Cusco,Cusco,51598146,Marcus Fernandez,1
Cusco,Cusco,Cusco,20755108,Marcus Fernandez,1
Cusco,Cusco,Cusco,24906592,William Brown,0
Cusco,Cusco,Cusco,35034015,Claretta Jackson,1
Cusco,Cusco,Cusco,89518423,Claretta Jackson,0
Cusco,Cusco,Cusco,29962599,Marcus Fernandez,0
Cusco,Cusco,Cusco,83563311,Claretta Jackson,1
Cusco,Cusco,Cusco,24897307,Claretta Jackson,0
Cusco,Cusco,Cusco,43789939,Marcus Fernandez,1
Cusco,Cusco,Cusco,42752670,Susana Threet,1
Cusco,Cusco,Cusco,87909577,William Brown,0
Cusco,Cusco,Cusco,15666931,Marcus Fernandez,1
Cusco,Cusco,Cusco,48882213,Susana Threet,1
Cusco,Cusco,Cusco,61458062,William Brown,1
Cusco,Cusco,Cusco,46373903,Susana Threet,0
Cusco,Cusco,Cusco,22970565,Claretta Jackson,0
Cusco,Cusco,Cusco,61462852,William Brown,1
Cusco,Cusco,Cusco,29394378,Marcus Fernandez,1
Cusco,Cusco,Cusco,65119231,Claretta Jackson,1
Cusco,Cusco,Cusco,46940468,Claretta Jackson,0
Cusco,Cusco,Cusco,69146335,Claretta Jackson,1
Cusco,Cusco,Cusco,80687686,Marcus Fernandez,1
Cusco,Cusco,Cusco,47105777,Marcus Fernandez,1
Cusco,Cusco,Cusco,59010289,William Brown,0
Cusco,Cusco,Cusco,66391388,Marcus Fernandez,1
Cusco,Cusco,Cusco,70072818,William Brown,1
Cusco,Cusco,Cusco,57329066,Marcus Fernandez,0
Cusco,Cusco,Cusco,72990994,Susana Threet,1
Cusco,Cusco,Cusco,15222634,Claretta Jackson,0
Cusco,Cusco,Cusco,23532974,William Brown,0
Cusco,Cusco,Cusco,26626720,Marcus Fernandez,1
Cusco,Cusco,Cusco,18949185,William Brown,1
Cusco,Cusco,Cusco,70902873,Claretta Jackson,1
Cusco,Cusco,Cusco,42796030,Susana Threet,1
Cusco,Cusco,Cusco,74384366,Marcus Fernandez,0
Cusco,Cusco,Cusco,33952082,Claretta Jackson,0
