region,provincia,distrito,candidato,dni,esvalido
Cajamarca,San Marcos,Pedro Gálvez,87082838,Charles Mccormick,0
Cajamarca,San Marcos,Pedro Gálvez,43166629,Robert Sabatelli,1
Cajamarca,San Marcos,Pedro Gálvez,51986972,David Dewey,0
Cajamarca,San Marcos,Pedro Gálvez,66423296,Bonnie Brown,0
Cajamarca,San Marcos,Pedro Gálvez,40251947,Arthur Blum,0
Cajamarca,San Marcos,Pedro Gálvez,42339607,Andrew Calvin,1
Cajamarca,San Marcos,Pedro Gálvez,55857771,Tamara Balmer,0
Cajamarca,San Marcos,Pedro Gálvez,80005343,Frank Kass,0
Cajamarca,San Marcos,Pedro Gálvez,59691151,Tamara Balmer,1
Cajamarca,San Marcos,Pedro Gálvez,74967502,Robert Sabatelli,0
Cajamarca,San Marcos,Pedro Gálvez,49813421,David Dewey,1
Cajamarca,San Marcos,Pedro Gálvez,15464109,Charles Mccormick,1
Cajamarca,San Marcos,Pedro Gálvez,63350841,Tamara Balmer,0
Cajamarca,San Marcos,Pedro Gálvez,68143043,Charles Mccormick,0
Cajamarca,San Marcos,Pedro Gálvez,69251310,Jerry Johnson,0
Cajamarca,San Marcos,Pedro Gálvez,51305662,David Dewey,1
Cajamarca,San Marcos,Pedro Gálvez,86945001,Jerry Johnson,0
Cajamarca,San Marcos,Pedro Gálvez,89234825,Tamara Balmer,0
Cajamarca,San Marcos,Pedro Gálvez,14767376,Andrew Calvin,0
Cajamarca,San Marcos,Pedro Gálvez,68105072,Tamara Balmer,1
Cajamarca,San Marcos,Pedro Gálvez,12886084,Andrew Calvin,1
Cajamarca,San Marcos,Pedro Gálvez,28442123,David Dewey,1
Cajamarca,San Marcos,Pedro Gálvez,83395329,Jerry Johnson,0
Cajamarca,San Marcos,Pedro Gálvez,55105360,Jerry Johnson,0
Cajamarca,San Marcos,Pedro Gálvez,89122706,Frank Kass,0
Cajamarca,San Marcos,Pedro Gálvez,11008308,Tamara Balmer,0
Cajamarca,San Marcos,Pedro Gálvez,77306368,Jerry Johnson,1
Cajamarca,San Marcos,Pedro Gálvez,31915773,Frank Kass,1
Cajamarca,San Marcos,Pedro Gálvez,24783743,Tamara Balmer,1
Cajamarca,San Marcos,Pedro Gálvez,33220570,David Dewey,0
Cajamarca,San Marcos,Pedro Gálvez,41576976,Frank Kass,1
Cajamarca,San Marcos,Pedro Gálvez,13504149,Charles Mccormick,0
Cajamarca,San Marcos,Pedro Gálvez,40630573,Tamara Balmer,1
Cajamarca,San Marcos,Pedro Gálvez,43840656,Tamara Balmer,1
Cajamarca,San Marcos,Pedro Gálvez,83000490,Robert Sabatelli,0
Cajamarca,San Marcos,Pedro Gálvez,17881156,Arthur Blum,0
Cajamarca,San Marcos,Pedro Gálvez,79747050,Bonnie Brown,1
Cajamarca,San Marcos,Pedro Gálvez,74638544,Charles Mccormick,1
Cajamarca,San Marcos,Pedro Gálvez,55171502,Bonnie Brown,1
Cajamarca,San Marcos,Pedro Gálvez,32151838,David Dewey,1
Cajamarca,San Marcos,Pedro Gálvez,37691494,Frank Kass,0
Cajamarca,San Marcos,Pedro Gálvez,20339914,Charles Mccormick,1
Cajamarca,San Marcos,Pedro Gálvez,30396903,David Dewey,1
Cajamarca,San Marcos,Pedro Gálvez,89231536,Robert Sabatelli,0
Cajamarca,San Marcos,Pedro Gálvez,55584483,Tamara Balmer,0
Cajamarca,San Marcos,Pedro Gálvez,14846318,Tamara Balmer,0
Cajamarca,San Marcos,Pedro Gálvez,17918605,Charles Mccormick,1
Cajamarca,San Marcos,Pedro Gálvez,29219589,Arthur Blum,0
Cajamarca,San Marcos,Pedro Gálvez,10278384,Robert Sabatelli,0
Cajamarca,San Marcos,Pedro Gálvez,39973682,Robert Sabatelli,0
Cajamarca,San Marcos,Pedro Gálvez,53123530,Bonnie Brown,0
Cajamarca,San Marcos,Pedro Gálvez,71575056,Charles Mccormick,1
Cajamarca,San Marcos,Pedro Gálvez,17381145,Charles Mccormick,0
Cajamarca,San Marcos,Pedro Gálvez,73676793,David Dewey,1
Cajamarca,San Marcos,Pedro Gálvez,21967389,Bonnie Brown,0
Cajamarca,San Marcos,Pedro Gálvez,33036935,Frank Kass,1
Cajamarca,San Marcos,Pedro Gálvez,39616925,Andrew Calvin,1
Cajamarca,San Marcos,Pedro Gálvez,29335398,Charles Mccormick,0
Cajamarca,San Marcos,Pedro Gálvez,23010072,Bonnie Brown,1
