region,provincia,distrito,candidato,dni,esvalido
Cajamarca,Contumazá,Contumaza,43614652,Andrew Calvin,1
Cajamarca,Contumazá,Contumaza,80415687,Robert Sabatelli,0
Cajamarca,Contumazá,Contumaza,72523544,David Dewey,0
Cajamarca,Contumazá,Contumaza,65481633,Arthur Blum,0
Cajamarca,Contumazá,Contumaza,11813287,Charles Mccormick,1
Cajamarca,Contumazá,Contumaza,48628152,Jerry Johnson,1
Cajamarca,Contumazá,Contumaza,84108526,Andrew Calvin,0
Cajamarca,Contumazá,Contumaza,36794116,Tamara Balmer,1
Cajamarca,Contumazá,Contumaza,64775009,Andrew Calvin,1
Cajamarca,Contumazá,Contumaza,83849934,Bonnie Brown,0
Cajamarca,Contumazá,Contumaza,38358919,Frank Kass,0
Cajamarca,Contumazá,Contumaza,21156927,Arthur Blum,1
Cajamarca,Contumazá,Contumaza,67045211,Bonnie Brown,1
Cajamarca,Contumazá,Contumaza,60508746,Arthur Blum,0
Cajamarca,Contumazá,Contumaza,22921390,Andrew Calvin,0
Cajamarca,Contumazá,Contumaza,53729377,Frank Kass,1
Cajamarca,Contumazá,Contumaza,64430171,Frank Kass,0
Cajamarca,Contumazá,Contumaza,31307731,Tamara Balmer,0
Cajamarca,Contumazá,Contumaza,57423768,Tamara Balmer,1
Cajamarca,Contumazá,Contumaza,76788044,Frank Kass,0
Cajamarca,Contumazá,Contumaza,68143962,Bonnie Brown,1
Cajamarca,Contumazá,Contumaza,39935994,Frank Kass,1
Cajamarca,Contumazá,Contumaza,87112103,Jerry Johnson,1
Cajamarca,Contumazá,Contumaza,75974620,Arthur Blum,1
Cajamarca,Contumazá,Contumaza,31967183,Robert Sabatelli,1
Cajamarca,Contumazá,Contumaza,24590152,David Dewey,1
Cajamarca,Contumazá,Contumaza,87052432,Frank Kass,0
Cajamarca,Contumazá,Contumaza,25824187,David Dewey,0
Cajamarca,Contumazá,Contumaza,80963909,Arthur Blum,1
Cajamarca,Contumazá,Contumaza,71824516,Jerry Johnson,1
Cajamarca,Contumazá,Contumaza,82136154,Frank Kass,0
Cajamarca,Contumazá,Contumaza,26549402,Robert Sabatelli,1
Cajamarca,Contumazá,Contumaza,63704702,Andrew Calvin,0
Cajamarca,Contumazá,Contumaza,31717586,David Dewey,1
Cajamarca,Contumazá,Contumaza,73244138,Frank Kass,0
Cajamarca,Contumazá,Contumaza,76698058,Frank Kass,1
Cajamarca,Contumazá,Contumaza,18623710,Jerry Johnson,0
Cajamarca,Contumazá,Contumaza,22235585,Arthur Blum,0
Cajamarca,Contumazá,Contumaza,62421986,Andrew Calvin,1
Cajamarca,Contumazá,Contumaza,76265391,Tamara Balmer,0
Cajamarca,Contumazá,Contumaza,25651683,Robert Sabatelli,1
Cajamarca,Contumazá,Contumaza,33500616,Tamara Balmer,0
Cajamarca,Contumazá,Contumaza,10347692,Robert Sabatelli,1
Cajamarca,Contumazá,Contumaza,76553514,Andrew Calvin,0
Cajamarca,Contumazá,Contumaza,31164034,Bonnie Brown,0
Cajamarca,Contumazá,Contumaza,59521868,Frank Kass,1
Cajamarca,Contumazá,Contumaza,42640707,Arthur Blum,1
Cajamarca,Contumazá,Contumaza,20820668,Robert Sabatelli,1
Cajamarca,Contumazá,Contumaza,13033175,Jerry Johnson,0
Cajamarca,Contumazá,Contumaza,29924227,Tamara Balmer,1
Cajamarca,Contumazá,Contumaza,59805102,David Dewey,1
Cajamarca,Contumazá,Contumaza,61344351,David Dewey,0
Cajamarca,Contumazá,Contumaza,85245701,Robert Sabatelli,1
Cajamarca,Contumazá,Contumaza,81420082,Andrew Calvin,0
Cajamarca,Contumazá,Contumaza,66513798,Frank Kass,1
Cajamarca,Contumazá,Contumaza,35081210,Charles Mccormick,1
Cajamarca,Contumazá,Contumaza,88425252,Arthur Blum,0
Cajamarca,Contumazá,Contumaza,26799365,Jerry Johnson,1
Cajamarca,Contumazá,Contumaza,25281701,Robert Sabatelli,1
Cajamarca,Contumazá,Contumaza,29440856,Robert Sabatelli,1
Cajamarca,Contumazá,Contumaza,28302644,Andrew Calvin,1
Cajamarca,Contumazá,Contumaza,12532372,Jerry Johnson,0
Cajamarca,Contumazá,Contumaza,89163008,Andrew Calvin,1
Cajamarca,Contumazá,Contumaza,39434667,Tamara Balmer,1
Cajamarca,Contumazá,Contumaza,63936955,David Dewey,0
Cajamarca,Contumazá,Contumaza,86819231,Frank Kass,0
Cajamarca,Contumazá,Contumaza,14910613,Tamara Balmer,0
Cajamarca,Contumazá,Contumaza,30695033,Andrew Calvin,1
Cajamarca,Contumazá,Contumaza,54232319,Arthur Blum,0
Cajamarca,Contumazá,Contumaza,38553763,Jerry Johnson,1
Cajamarca,Contumazá,Contumaza,47265227,Bonnie Brown,0
Cajamarca,Contumazá,Contumaza,15049202,Arthur Blum,0
Cajamarca,Contumazá,Contumaza,47626306,Tamara Balmer,0
Cajamarca,Contumazá,Contumaza,30305518,Robert Sabatelli,0
Cajamarca,Contumazá,Contumaza,24276943,Andrew Calvin,0
Cajamarca,Contumazá,Contumaza,43716494,David Dewey,0
Cajamarca,Contumazá,Contumaza,73846619,Jerry Johnson,1
Cajamarca,Contumazá,Contumaza,55544720,Jerry Johnson,1
Cajamarca,Contumazá,Contumaza,83564923,Robert Sabatelli,1
Cajamarca,Contumazá,Contumaza,53379792,Jerry Johnson,1
Cajamarca,Contumazá,Contumaza,36164116,Andrew Calvin,1
Cajamarca,Contumazá,Contumaza,15637066,Bonnie Brown,1
Cajamarca,Contumazá,Contumaza,19834329,Frank Kass,0
Cajamarca,Contumazá,Contumaza,42105941,Robert Sabatelli,0
Cajamarca,Contumazá,Contumaza,59607225,Andrew Calvin,0
Cajamarca,Contumazá,Contumaza,22068564,Arthur Blum,0
Cajamarca,Contumazá,Contumaza,80016936,Arthur Blum,1
Cajamarca,Contumazá,Contumaza,59247975,Bonnie Brown,1
Cajamarca,Contumazá,Contumaza,33615294,Arthur Blum,1
Cajamarca,Contumazá,Contumaza,53051885,Tamara Balmer,1
Cajamarca,Contumazá,Contumaza,66079941,Jerry Johnson,1
Cajamarca,Contumazá,Contumaza,10290570,Frank Kass,0
Cajamarca,Contumazá,Contumaza,82740106,Jerry Johnson,1
Cajamarca,Contumazá,Contumaza,14475906,Bonnie Brown,0
Cajamarca,Contumazá,Contumaza,19364379,Charles Mccormick,1
Cajamarca,Contumazá,Contumaza,56010094,David Dewey,0
Cajamarca,Contumazá,Contumaza,23664202,Jerry Johnson,0
Cajamarca,Contumazá,Contumaza,61417096,Frank Kass,1
Cajamarca,Contumazá,Contumaza,65069459,Bonnie Brown,0
Cajamarca,Contumazá,Contumaza,53881194,Robert Sabatelli,1
Cajamarca,Contumazá,Contumaza,89939668,Frank Kass,1
Cajamarca,Contumazá,Contumaza,66001046,Robert Sabatelli,1
Cajamarca,Contumazá,Contumaza,64791465,Andrew Calvin,1
Cajamarca,Contumazá,Contumaza,27523047,Tamara Balmer,1
Cajamarca,Contumazá,Contumaza,46429504,Jerry Johnson,1
Cajamarca,Contumazá,Contumaza,17523195,Bonnie Brown,1
Cajamarca,Contumazá,Contumaza,73251885,Arthur Blum,1
Cajamarca,Contumazá,Contumaza,69770622,Tamara Balmer,0
Cajamarca,Contumazá,Contumaza,79970848,Frank Kass,1
Cajamarca,Contumazá,Contumaza,46714882,Bonnie Brown,0
