region,provincia,distrito,candidato,dni,esvalido
Cajamarca,San Pablo,San Pablo,24925788,Frank Kass,0
Cajamarca,San Pablo,San Pablo,62622800,Jerry Johnson,1
Cajamarca,San Pablo,San Pablo,78645423,Jerry Johnson,0
Cajamarca,San Pablo,San Pablo,63346724,Tamara Balmer,0
Cajamarca,San Pablo,San Pablo,19074097,David Dewey,1
Cajamarca,San Pablo,San Pablo,48409562,Charles Mccormick,1
Cajamarca,San Pablo,San Pablo,36885717,Robert Sabatelli,0
Cajamarca,San Pablo,San Pablo,26429328,Bonnie Brown,1
Cajamarca,San Pablo,San Pablo,21197272,Robert Sabatelli,1
Cajamarca,San Pablo,San Pablo,49660794,Jerry Johnson,0
Cajamarca,San Pablo,San Pablo,23601035,David Dewey,0
Cajamarca,San Pablo,San Pablo,77045592,Andrew Calvin,1
Cajamarca,San Pablo,San Pablo,70422064,David Dewey,0
Cajamarca,San Pablo,San Pablo,87289039,David Dewey,0
Cajamarca,San Pablo,San Pablo,62200016,Jerry Johnson,0
Cajamarca,San Pablo,San Pablo,82069434,Frank Kass,1
Cajamarca,San Pablo,San Pablo,13837730,Robert Sabatelli,1
Cajamarca,San Pablo,San Pablo,32598442,David Dewey,0
Cajamarca,San Pablo,San Pablo,67591090,Frank Kass,0
Cajamarca,San Pablo,San Pablo,37604802,David Dewey,1
Cajamarca,San Pablo,San Pablo,40969429,Bonnie Brown,0
Cajamarca,San Pablo,San Pablo,60520934,Arthur Blum,1
Cajamarca,San Pablo,San Pablo,27561435,Andrew Calvin,1
Cajamarca,San Pablo,San Pablo,19102208,Bonnie Brown,1
Cajamarca,San Pablo,San Pablo,12939908,David Dewey,0
Cajamarca,San Pablo,San Pablo,23049790,Tamara Balmer,0
Cajamarca,San Pablo,San Pablo,66450492,Arthur Blum,0
Cajamarca,San Pablo,San Pablo,37567625,Charles Mccormick,0
Cajamarca,San Pablo,San Pablo,80273744,Andrew Calvin,1
Cajamarca,San Pablo,San Pablo,65955752,Jerry Johnson,0
Cajamarca,San Pablo,San Pablo,12280968,Jerry Johnson,1
Cajamarca,San Pablo,San Pablo,45515033,Andrew Calvin,1
Cajamarca,San Pablo,San Pablo,33468589,Tamara Balmer,0
Cajamarca,San Pablo,San Pablo,53280200,Arthur Blum,1
Cajamarca,San Pablo,San Pablo,54097522,Frank Kass,1
Cajamarca,San Pablo,San Pablo,10837529,Robert Sabatelli,1
Cajamarca,San Pablo,San Pablo,32482734,Arthur Blum,1
Cajamarca,San Pablo,San Pablo,69496198,Bonnie Brown,1
Cajamarca,San Pablo,San Pablo,60966157,Arthur Blum,1
Cajamarca,San Pablo,San Pablo,27652699,Arthur Blum,0
Cajamarca,San Pablo,San Pablo,78459677,Andrew Calvin,0
Cajamarca,San Pablo,San Pablo,53909884,Jerry Johnson,1
Cajamarca,San Pablo,San Pablo,43519243,Bonnie Brown,0
Cajamarca,San Pablo,San Pablo,78842781,Frank Kass,0
