region,provincia,distrito,candidato,dni,esvalido
Ayacucho,Sucre,Querobamba,50475027,Eli Gober,1
Ayacucho,Sucre,Querobamba,72550188,Charles Gilbert,1
Ayacucho,Sucre,Querobamba,39383480,Sally Owens,0
Ayacucho,Sucre,Querobamba,34715821,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,17124056,Richard Miller,1
Ayacucho,Sucre,Querobamba,16451844,Benjamin Kingsley,0
Ayacucho,Sucre,Querobamba,81781144,Richard Miller,1
Ayacucho,Sucre,Querobamba,24257160,Lori Anchondo,0
Ayacucho,Sucre,Querobamba,46085582,Charles Gilbert,0
Ayacucho,Sucre,Querobamba,55622369,Lori Anchondo,1
Ayacucho,Sucre,Querobamba,58306531,Russell Rivers,1
Ayacucho,Sucre,Querobamba,64140477,James Myers,0
Ayacucho,Sucre,Querobamba,83542458,Charles Gilbert,1
Ayacucho,Sucre,Querobamba,57197012,Elizabeth Cook,0
Ayacucho,Sucre,Querobamba,79421022,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,26643469,Lori Anchondo,0
Ayacucho,Sucre,Querobamba,44396296,Richard Miller,1
Ayacucho,Sucre,Querobamba,26824991,Richard Miller,1
Ayacucho,Sucre,Querobamba,21725738,James Myers,1
Ayacucho,Sucre,Querobamba,53560564,Charles Gilbert,0
Ayacucho,Sucre,Querobamba,49944171,Lori Anchondo,0
Ayacucho,Sucre,Querobamba,62231376,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,32177948,Elizabeth Cook,0
Ayacucho,Sucre,Querobamba,24961893,Charles Gilbert,0
Ayacucho,Sucre,Querobamba,15486874,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,10831844,James Myers,0
Ayacucho,Sucre,Querobamba,47370296,Richard Miller,1
Ayacucho,Sucre,Querobamba,14859728,Charles Gilbert,0
Ayacucho,Sucre,Querobamba,83402902,Benjamin Kingsley,0
Ayacucho,Sucre,Querobamba,57587809,Sally Owens,0
Ayacucho,Sucre,Querobamba,30960058,James Myers,1
Ayacucho,Sucre,Querobamba,36792292,Russell Rivers,0
Ayacucho,Sucre,Querobamba,10340249,James Myers,0
Ayacucho,Sucre,Querobamba,45093299,Lori Anchondo,0
Ayacucho,Sucre,Querobamba,23174182,Sally Owens,0
Ayacucho,Sucre,Querobamba,13508162,Sally Owens,0
Ayacucho,Sucre,Querobamba,13045355,Lori Anchondo,0
Ayacucho,Sucre,Querobamba,81883640,Elizabeth Cook,0
Ayacucho,Sucre,Querobamba,15096695,Russell Rivers,0
Ayacucho,Sucre,Querobamba,68817107,Eli Gober,0
Ayacucho,Sucre,Querobamba,13965529,Charles Gilbert,0
Ayacucho,Sucre,Querobamba,79770754,Richard Miller,0
Ayacucho,Sucre,Querobamba,77241917,Benjamin Kingsley,1
Ayacucho,Sucre,Querobamba,27804147,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,60995508,Russell Rivers,0
Ayacucho,Sucre,Querobamba,16150670,Charles Gilbert,1
Ayacucho,Sucre,Querobamba,73840991,Russell Rivers,0
Ayacucho,Sucre,Querobamba,55929568,Sally Owens,0
Ayacucho,Sucre,Querobamba,81048615,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,81143577,Lori Anchondo,0
Ayacucho,Sucre,Querobamba,28467372,Sally Owens,0
Ayacucho,Sucre,Querobamba,82078875,Lori Anchondo,1
Ayacucho,Sucre,Querobamba,25066580,Russell Rivers,1
Ayacucho,Sucre,Querobamba,24133893,Eli Gober,0
Ayacucho,Sucre,Querobamba,62957786,Eli Gober,1
Ayacucho,Sucre,Querobamba,12203373,Richard Miller,1
Ayacucho,Sucre,Querobamba,58716533,Eli Gober,1
Ayacucho,Sucre,Querobamba,10281912,Wendell Corf,1
Ayacucho,Sucre,Querobamba,54318364,Lori Anchondo,0
Ayacucho,Sucre,Querobamba,84063333,Charles Gilbert,1
Ayacucho,Sucre,Querobamba,35803874,Elizabeth Cook,0
Ayacucho,Sucre,Querobamba,28565669,Wendell Corf,0
Ayacucho,Sucre,Querobamba,54084599,Eli Gober,0
Ayacucho,Sucre,Querobamba,20452599,James Myers,0
Ayacucho,Sucre,Querobamba,31366036,Wendell Corf,1
Ayacucho,Sucre,Querobamba,12786403,Russell Rivers,1
Ayacucho,Sucre,Querobamba,39090958,Charles Gilbert,1
Ayacucho,Sucre,Querobamba,54220308,Sally Owens,0
Ayacucho,Sucre,Querobamba,29123728,Benjamin Kingsley,0
Ayacucho,Sucre,Querobamba,76740297,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,37703302,James Myers,0
Ayacucho,Sucre,Querobamba,77676273,Sally Owens,1
Ayacucho,Sucre,Querobamba,62097152,Richard Miller,1
Ayacucho,Sucre,Querobamba,35242917,Sally Owens,0
Ayacucho,Sucre,Querobamba,37817685,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,36264188,Eli Gober,0
Ayacucho,Sucre,Querobamba,14799225,Charles Gilbert,1
Ayacucho,Sucre,Querobamba,66640558,Charles Gilbert,1
Ayacucho,Sucre,Querobamba,80366854,Russell Rivers,0
Ayacucho,Sucre,Querobamba,81338510,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,76829973,Sally Owens,1
Ayacucho,Sucre,Querobamba,63736029,Benjamin Kingsley,1
Ayacucho,Sucre,Querobamba,14959704,Eli Gober,1
Ayacucho,Sucre,Querobamba,41389492,Wendell Corf,1
Ayacucho,Sucre,Querobamba,63554378,Benjamin Kingsley,0
Ayacucho,Sucre,Querobamba,88162657,Eli Gober,0
Ayacucho,Sucre,Querobamba,21242135,James Myers,0
Ayacucho,Sucre,Querobamba,10056468,Elizabeth Cook,0
Ayacucho,Sucre,Querobamba,52105337,Sally Owens,1
Ayacucho,Sucre,Querobamba,58922280,Benjamin Kingsley,0
Ayacucho,Sucre,Querobamba,49122310,Eli Gober,1
Ayacucho,Sucre,Querobamba,60817400,Elizabeth Cook,0
Ayacucho,Sucre,Querobamba,48864746,Richard Miller,1
Ayacucho,Sucre,Querobamba,42690016,Eli Gober,1
Ayacucho,Sucre,Querobamba,12503259,Wendell Corf,0
Ayacucho,Sucre,Querobamba,45846070,James Myers,1
Ayacucho,Sucre,Querobamba,86061664,Charles Gilbert,0
Ayacucho,Sucre,Querobamba,80876621,Russell Rivers,1
Ayacucho,Sucre,Querobamba,25802909,Sally Owens,0
Ayacucho,Sucre,Querobamba,43293698,Lori Anchondo,1
Ayacucho,Sucre,Querobamba,78635385,Richard Miller,0
Ayacucho,Sucre,Querobamba,18468095,Elizabeth Cook,0
Ayacucho,Sucre,Querobamba,20497286,Russell Rivers,0
Ayacucho,Sucre,Querobamba,57969088,Richard Miller,1
Ayacucho,Sucre,Querobamba,38661720,Richard Miller,0
Ayacucho,Sucre,Querobamba,78046560,Eli Gober,1
Ayacucho,Sucre,Querobamba,21515112,Charles Gilbert,1
Ayacucho,Sucre,Querobamba,17699457,Sally Owens,0
Ayacucho,Sucre,Querobamba,73468653,Charles Gilbert,1
Ayacucho,Sucre,Querobamba,26397121,Sally Owens,1
Ayacucho,Sucre,Querobamba,16421208,Wendell Corf,0
Ayacucho,Sucre,Querobamba,82934622,Lori Anchondo,1
Ayacucho,Sucre,Querobamba,43045215,Charles Gilbert,0
Ayacucho,Sucre,Querobamba,10967699,Sally Owens,1
Ayacucho,Sucre,Querobamba,38035638,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,83608465,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,88409412,Richard Miller,0
Ayacucho,Sucre,Querobamba,52964108,Richard Miller,1
Ayacucho,Sucre,Querobamba,73023993,Russell Rivers,0
Ayacucho,Sucre,Querobamba,30174994,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,52421489,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,57588461,Benjamin Kingsley,0
Ayacucho,Sucre,Querobamba,36798657,Wendell Corf,0
Ayacucho,Sucre,Querobamba,81798629,Elizabeth Cook,0
Ayacucho,Sucre,Querobamba,26339666,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,34773409,Lori Anchondo,1
Ayacucho,Sucre,Querobamba,17134576,Lori Anchondo,1
Ayacucho,Sucre,Querobamba,32491267,Russell Rivers,1
Ayacucho,Sucre,Querobamba,28839824,Sally Owens,1
Ayacucho,Sucre,Querobamba,37774806,Charles Gilbert,1
Ayacucho,Sucre,Querobamba,40247592,Lori Anchondo,0
Ayacucho,Sucre,Querobamba,78922150,Sally Owens,0
Ayacucho,Sucre,Querobamba,62001828,Lori Anchondo,1
Ayacucho,Sucre,Querobamba,14160344,Lori Anchondo,1
Ayacucho,Sucre,Querobamba,73328102,James Myers,0
Ayacucho,Sucre,Querobamba,45449525,Richard Miller,1
Ayacucho,Sucre,Querobamba,77699248,Richard Miller,0
Ayacucho,Sucre,Querobamba,28875382,Wendell Corf,0
Ayacucho,Sucre,Querobamba,87489079,Lori Anchondo,1
Ayacucho,Sucre,Querobamba,61477617,Russell Rivers,0
Ayacucho,Sucre,Querobamba,10442646,Sally Owens,1
Ayacucho,Sucre,Querobamba,29196931,Eli Gober,1
Ayacucho,Sucre,Querobamba,27847541,Wendell Corf,0
Ayacucho,Sucre,Querobamba,23704223,Russell Rivers,1
Ayacucho,Sucre,Querobamba,15312983,Charles Gilbert,1
Ayacucho,Sucre,Querobamba,60543834,James Myers,1
Ayacucho,Sucre,Querobamba,62745881,Sally Owens,0
Ayacucho,Sucre,Querobamba,88635178,Sally Owens,1
Ayacucho,Sucre,Querobamba,56277958,Russell Rivers,1
Ayacucho,Sucre,Querobamba,76412596,Russell Rivers,1
Ayacucho,Sucre,Querobamba,19486411,Russell Rivers,1
Ayacucho,Sucre,Querobamba,36886243,Benjamin Kingsley,1
Ayacucho,Sucre,Querobamba,75295572,Lori Anchondo,1
Ayacucho,Sucre,Querobamba,30566319,Elizabeth Cook,0
Ayacucho,Sucre,Querobamba,24699175,Sally Owens,1
Ayacucho,Sucre,Querobamba,45472069,Eli Gober,0
Ayacucho,Sucre,Querobamba,70427603,Richard Miller,0
Ayacucho,Sucre,Querobamba,87693129,Sally Owens,1
Ayacucho,Sucre,Querobamba,40035718,James Myers,1
Ayacucho,Sucre,Querobamba,68654136,Elizabeth Cook,1
Ayacucho,Sucre,Querobamba,31952192,Lori Anchondo,0
Ayacucho,Sucre,Querobamba,19127899,Benjamin Kingsley,1
Ayacucho,Sucre,Querobamba,31338792,Benjamin Kingsley,1
Ayacucho,Sucre,Querobamba,73962935,Richard Miller,1
Ayacucho,Sucre,Querobamba,37756381,Sally Owens,0
Ayacucho,Sucre,Querobamba,27300842,Sally Owens,0
Ayacucho,Sucre,Querobamba,70325377,Sally Owens,0
Ayacucho,Sucre,Querobamba,45619357,Elizabeth Cook,0
Ayacucho,Sucre,Querobamba,61314515,Richard Miller,0
Ayacucho,Sucre,Querobamba,76337616,Eli Gober,1
Ayacucho,Sucre,Querobamba,64097247,Eli Gober,0
Ayacucho,Sucre,Querobamba,40641235,Russell Rivers,1
Ayacucho,Sucre,Querobamba,85584396,Wendell Corf,1
Ayacucho,Sucre,Querobamba,40801856,Eli Gober,0
Ayacucho,Sucre,Querobamba,89631165,James Myers,0
Ayacucho,Sucre,Querobamba,44358828,James Myers,0
Ayacucho,Sucre,Querobamba,83675970,Wendell Corf,0
Ayacucho,Sucre,Querobamba,29269983,James Myers,1
Ayacucho,Sucre,Querobamba,20846675,Charles Gilbert,0
Ayacucho,Sucre,Querobamba,52924061,Sally Owens,1
Ayacucho,Sucre,Querobamba,88288261,Charles Gilbert,0
Ayacucho,Sucre,Querobamba,83219562,Charles Gilbert,0
Ayacucho,Sucre,Querobamba,57288151,Sally Owens,1
Ayacucho,Sucre,Querobamba,62845329,James Myers,0
Ayacucho,Sucre,Querobamba,82999199,Richard Miller,0
Ayacucho,Sucre,Querobamba,88757787,Benjamin Kingsley,0
