region,provincia,distrito,candidato,dni,esvalido
Ayacucho,Víctor Fajardo,Huancapi,64788892,Lori Anchondo,1
Ayacucho,Víctor Fajardo,Huancapi,10547192,Russell Rivers,1
Ayacucho,Víctor Fajardo,Huancapi,45406338,James Myers,0
Ayacucho,Víctor Fajardo,Huancapi,10642321,Charles Gilbert,0
Ayacucho,Víctor Fajardo,Huancapi,64411943,Lori Anchondo,0
Ayacucho,Víctor Fajardo,Huancapi,56569373,Russell Rivers,0
Ayacucho,Víctor Fajardo,Huancapi,63322220,Wendell Corf,1
Ayacucho,Víctor Fajardo,Huancapi,75140012,Sally Owens,1
Ayacucho,Víctor Fajardo,Huancapi,32723770,Russell Rivers,1
Ayacucho,Víctor Fajardo,Huancapi,34443595,Sally Owens,1
Ayacucho,Víctor Fajardo,Huancapi,86563223,Benjamin Kingsley,0
Ayacucho,Víctor Fajardo,Huancapi,63336950,Eli Gober,1
Ayacucho,Víctor Fajardo,Huancapi,22500994,Benjamin Kingsley,0
Ayacucho,Víctor Fajardo,Huancapi,22721223,Wendell Corf,1
Ayacucho,Víctor Fajardo,Huancapi,62703033,Russell Rivers,0
Ayacucho,Víctor Fajardo,Huancapi,60358114,Russell Rivers,0
Ayacucho,Víctor Fajardo,Huancapi,72167336,Sally Owens,1
Ayacucho,Víctor Fajardo,Huancapi,71536943,Lori Anchondo,1
Ayacucho,Víctor Fajardo,Huancapi,19152226,James Myers,1
Ayacucho,Víctor Fajardo,Huancapi,22944283,Charles Gilbert,1
Ayacucho,Víctor Fajardo,Huancapi,47978470,Russell Rivers,1
Ayacucho,Víctor Fajardo,Huancapi,50556911,Charles Gilbert,1
Ayacucho,Víctor Fajardo,Huancapi,51385336,Wendell Corf,1
Ayacucho,Víctor Fajardo,Huancapi,69856041,Charles Gilbert,0
Ayacucho,Víctor Fajardo,Huancapi,84670990,Lori Anchondo,1
Ayacucho,Víctor Fajardo,Huancapi,73145577,Wendell Corf,0
Ayacucho,Víctor Fajardo,Huancapi,25760549,Richard Miller,0
Ayacucho,Víctor Fajardo,Huancapi,13808079,Russell Rivers,0
Ayacucho,Víctor Fajardo,Huancapi,69277804,James Myers,1
Ayacucho,Víctor Fajardo,Huancapi,55186304,Sally Owens,1
Ayacucho,Víctor Fajardo,Huancapi,17284945,Charles Gilbert,0
Ayacucho,Víctor Fajardo,Huancapi,63427515,Wendell Corf,0
