region,provincia,distrito,candidato,dni,esvalido
Ayacucho,Pàucar del Sara Sara,Pausa,60490354,Wendell Corf,0
Ayacucho,Pàucar del Sara Sara,Pausa,28633515,Richard Miller,1
Ayacucho,Pàucar del Sara Sara,Pausa,34092720,Wendell Corf,0
Ayacucho,Pàucar del Sara Sara,Pausa,19442431,Richard Miller,1
Ayacucho,Pàucar del Sara Sara,Pausa,69764978,Eli Gober,0
Ayacucho,Pàucar del Sara Sara,Pausa,79494974,James Myers,1
Ayacucho,Pàucar del Sara Sara,Pausa,42776174,Sally Owens,1
Ayacucho,Pàucar del Sara Sara,Pausa,47498524,Benjamin Kingsley,0
Ayacucho,Pàucar del Sara Sara,Pausa,51181849,Charles Gilbert,1
Ayacucho,Pàucar del Sara Sara,Pausa,72108947,Benjamin Kingsley,1
Ayacucho,Pàucar del Sara Sara,Pausa,81855172,Russell Rivers,1
Ayacucho,Pàucar del Sara Sara,Pausa,30515015,Elizabeth Cook,0
Ayacucho,Pàucar del Sara Sara,Pausa,23426618,Russell Rivers,0
Ayacucho,Pàucar del Sara Sara,Pausa,70932437,Russell Rivers,0
Ayacucho,Pàucar del Sara Sara,Pausa,45382852,Richard Miller,0
Ayacucho,Pàucar del Sara Sara,Pausa,28567912,Charles Gilbert,1
Ayacucho,Pàucar del Sara Sara,Pausa,30636975,Sally Owens,0
Ayacucho,Pàucar del Sara Sara,Pausa,35952397,Sally Owens,1
Ayacucho,Pàucar del Sara Sara,Pausa,54164432,Wendell Corf,0
Ayacucho,Pàucar del Sara Sara,Pausa,60216576,Elizabeth Cook,1
Ayacucho,Pàucar del Sara Sara,Pausa,52394458,Lori Anchondo,0
Ayacucho,Pàucar del Sara Sara,Pausa,66366794,James Myers,1
Ayacucho,Pàucar del Sara Sara,Pausa,87730179,James Myers,1
Ayacucho,Pàucar del Sara Sara,Pausa,17822882,Elizabeth Cook,1
Ayacucho,Pàucar del Sara Sara,Pausa,20080806,Charles Gilbert,1
Ayacucho,Pàucar del Sara Sara,Pausa,13029346,Elizabeth Cook,0
Ayacucho,Pàucar del Sara Sara,Pausa,62770060,Eli Gober,0
Ayacucho,Pàucar del Sara Sara,Pausa,26503848,Benjamin Kingsley,1
Ayacucho,Pàucar del Sara Sara,Pausa,87168324,Richard Miller,1
Ayacucho,Pàucar del Sara Sara,Pausa,89244344,Wendell Corf,1
Ayacucho,Pàucar del Sara Sara,Pausa,14562265,Lori Anchondo,1
Ayacucho,Pàucar del Sara Sara,Pausa,30730367,Russell Rivers,1
Ayacucho,Pàucar del Sara Sara,Pausa,59954124,Elizabeth Cook,0
Ayacucho,Pàucar del Sara Sara,Pausa,24916826,Charles Gilbert,1
Ayacucho,Pàucar del Sara Sara,Pausa,11236036,James Myers,0
Ayacucho,Pàucar del Sara Sara,Pausa,19998893,Charles Gilbert,0
Ayacucho,Pàucar del Sara Sara,Pausa,62727260,Elizabeth Cook,1
Ayacucho,Pàucar del Sara Sara,Pausa,88382161,Richard Miller,1
Ayacucho,Pàucar del Sara Sara,Pausa,77869893,Wendell Corf,0
Ayacucho,Pàucar del Sara Sara,Pausa,11567760,Russell Rivers,0
Ayacucho,Pàucar del Sara Sara,Pausa,14269113,Eli Gober,1
Ayacucho,Pàucar del Sara Sara,Pausa,61058199,James Myers,1
Ayacucho,Pàucar del Sara Sara,Pausa,15016036,Eli Gober,0
Ayacucho,Pàucar del Sara Sara,Pausa,80841301,Sally Owens,0
Ayacucho,Pàucar del Sara Sara,Pausa,29143241,Elizabeth Cook,0
Ayacucho,Pàucar del Sara Sara,Pausa,45505201,Eli Gober,1
