region,provincia,distrito,candidato,dni,esvalido
Huánuco,Puerto Inca,Puerto Inca,42918138,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,42897061,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,16449427,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,71698059,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,10604318,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,48365748,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,69301660,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,58950732,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,13890337,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,31396395,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,16533006,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,67936643,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,89203116,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,14220183,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,27447357,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,33916284,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,77874561,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,45495669,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,29708952,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,38812357,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,89628855,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,38688457,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,42504405,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,17355580,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,14752325,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,88928021,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,40202674,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,80617024,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,41572069,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,32555239,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,33090660,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,26191885,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,31566505,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,60777120,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,12202085,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,52954632,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,38551805,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,33217213,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,41833385,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,20240685,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,60266150,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,38096186,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,28055829,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,80377310,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,24488020,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,84847718,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,58957126,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,79536318,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,22222661,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,64273038,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,67662871,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,56144366,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,12256759,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,36524892,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,29934777,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,49167343,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,49256951,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,16703350,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,59570599,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,16286786,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,41301040,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,44440781,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,32460236,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,18494715,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,32570742,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,21695409,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,24329846,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,19037249,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,52531201,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,34539122,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,55462368,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,66986167,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,54621543,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,19140122,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,41611075,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,64832397,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,10209027,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,22038256,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,59476199,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,32893451,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,14668927,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,61386788,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,49135286,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,15795253,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,17573080,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,84001047,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,80492397,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,32864079,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,51043368,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,16656991,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,22716726,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,12989977,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,20432350,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,41285369,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,36310443,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,63598351,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,36486037,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,26740741,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,45868368,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,83808550,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,14824287,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,36261676,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,44083964,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,49080723,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,26799574,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,47186815,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,30692577,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,24679900,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,79510444,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,29943275,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,44237135,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,61658473,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,45388268,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,23006180,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,11949441,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,74145828,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,10841853,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,28551543,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,30112338,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,74088817,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,33449328,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,48376811,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,42598745,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,36064679,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,88102882,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,63340862,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,73441639,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,17008896,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,21722373,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,50321771,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,70099758,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,26715782,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,19246252,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,86390494,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,55023051,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,63430904,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,42987457,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,89137279,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,83485263,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,87255179,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,31628579,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,49088888,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,56858121,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,79695689,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,16929041,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,54925120,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,29638639,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,60426220,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,18109201,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,49306177,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,15775957,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,29611470,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,20624622,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,27560759,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,11519537,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,33024587,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,83508267,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,65220201,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,59401558,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,21124657,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,53284598,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,41468522,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,14685379,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,39106009,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,45150426,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,14742642,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,26727849,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,30536092,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,60183604,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,37749312,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,23689793,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,21670636,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,59158068,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,74027155,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,46257724,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,85351778,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,11663976,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,25117879,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,46146188,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,28171246,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,57498436,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,57765820,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,52023256,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,31749171,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,69696987,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,58810372,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,71115176,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,64922630,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,72837939,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,25850026,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,78008891,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,58156234,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,54907979,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,67654876,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,69373052,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,49488499,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,84038223,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,43052737,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,70651236,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,68052984,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,20307280,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,27555411,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,53970586,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,65507072,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,35670403,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,50857969,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,28587983,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,27427246,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,76350015,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,52349093,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,52507192,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,53618252,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,84654077,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,54423466,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,20707145,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,16703477,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,39476028,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,77265158,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,41853641,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,75261071,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,34615781,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,14993766,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,14074553,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,75118048,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,31561338,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,70746056,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,55317183,Paul Jennette,0
Huánuco,Puerto Inca,Puerto Inca,13555531,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,75016060,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,74828364,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,84995414,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,27830665,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,51878728,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,13063844,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,77673069,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,76585233,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,72109377,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,68387356,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,62499172,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,20478146,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,59262491,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,68197883,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,38195412,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,28680083,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,74312468,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,17317306,Emily Gomez,1
Huánuco,Puerto Inca,Puerto Inca,16037087,Loretta Gardner,1
Huánuco,Puerto Inca,Puerto Inca,60784994,Ellen Culliton,1
Huánuco,Puerto Inca,Puerto Inca,37226544,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,63016558,Loretta Gardner,0
Huánuco,Puerto Inca,Puerto Inca,87447784,Elizabeth Hickman,0
Huánuco,Puerto Inca,Puerto Inca,29047276,Paul Jennette,1
Huánuco,Puerto Inca,Puerto Inca,22376294,Elizabeth Hickman,1
Huánuco,Puerto Inca,Puerto Inca,26615822,Ellen Culliton,0
Huánuco,Puerto Inca,Puerto Inca,43166745,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,51426469,Emily Gomez,0
Huánuco,Puerto Inca,Puerto Inca,60696429,Emily Gomez,0
